/* DATA DESCRIPTION:
Citation:	Hammer, C U; Dahl-Jensen, Dorthe (1999): GRIP Accumulation Rates [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55084
Related to:	Dahl-Jensen, Dorthe; Johnsen, Sigfús Jóhann; Hammer, C U; Clausen, Henrik Brink; Jouzel, Jean (1993): Past accumulation rates derived from observed annual layers in the GRIP ice core from Summit, central Greenland. In: Peltier, W R (ed.), Ice in the Climate System,Springer-Verlag, Berlin-Heidelberg, Germany, 517-532
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Hammer, C U; Andersen, Katrine K; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Hvidberg, Christine Schøtt; Iversen, P (1997): The stratigraphic dating of the GRIP ice core. Special Report of the Geophysical Department, Niels Bohr Institute for Astronomy physics and Geophysics, University of Copenhagen
	Johnsen, Sigfús Jóhann; Dahl-Jensen, Dorthe; Dansgaard, W; Gundestrup, Niels S (1995): Greenland palaeotemperatures derived from GRIP bore hole temperature and ice core isotope profiles. Tellus Series B-Chemical and Physical Meteorology, 47(5), 624-629, https://doi.org/10.1034/j.1600-0889.47.issue5.9.x
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 2983.20 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Depth at the top of the sample
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Accumulation rate per year [g/cm**2/a] (Acc rate) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk) * METHOD/DEVICE: Calculated * COMMENT: based on d18O
	Layer thickness [m] (Thickness) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10850 data points
*/
Depth ice/snow [m]	Age [ka BP]	Acc rate [g/cm**2/a]	Thickness [m]
2176.35	34.67100	0.185	0.02530
2176.90	34.69200	0.152	0.02070
2177.45	34.71900	0.150	0.02040
2178.00	34.74600	0.152	0.02070
2178.55	34.77200	0.151	0.02060
2179.10	34.79900	0.155	0.02100
2179.65	34.82500	0.154	0.02090
2180.20	34.85200	0.166	0.02250
2180.75	34.87600	0.159	0.02150
2181.30	34.90200	0.170	0.02290
2181.85	34.92600	0.169	0.02290
2182.40	34.95000	0.176	0.02380
2182.95	34.97300	0.143	0.01930
2183.50	35.00100	0.164	0.02200
2184.05	35.02600	0.173	0.02320
2184.60	35.05000	0.167	0.02240
2185.15	35.07400	0.166	0.02230
2185.70	35.09900	0.154	0.02070
2186.25	35.12600	0.159	0.02130
2186.80	35.15100	0.140	0.01880
2187.35	35.18100	0.179	0.02390
2187.90	35.20400	0.182	0.02430
2188.45	35.22600	0.167	0.02230
2189.00	35.25100	0.182	0.02420
2189.55	35.27400	0.184	0.02450
2190.10	35.29600	0.164	0.02170
2190.65	35.32100	0.177	0.02360
2191.20	35.34500	0.169	0.02240
2191.75	35.36900	0.176	0.02330
2192.30	35.39300	0.179	0.02370
2192.85	35.41600	0.168	0.02220
2193.40	35.44100	0.174	0.02290
2193.95	35.46500	0.165	0.02170
2194.50	35.49000	0.188	0.02470
2195.05	35.51200	0.176	0.02320
2195.60	35.53600	0.191	0.02510
2196.15	35.55800	0.175	0.02300
2196.70	35.58200	0.194	0.02550
2197.25	35.60300	0.197	0.02590
2197.80	35.62500	0.183	0.02400
2198.35	35.64800	0.207	0.02700
2198.90	35.66800	0.171	0.02230
2199.45	35.69200	0.180	0.02350
2200.00	35.71600	0.127	0.01660
2200.55	35.74900	0.111	0.01440
2201.10	35.78700	0.120	0.01560
2201.65	35.82200	0.114	0.01480
2202.20	35.85900	0.109	0.01410
2202.75	35.89800	0.110	0.01420
2203.30	35.93700	0.090	0.01170
2203.85	35.98400	0.100	0.01290
2204.40	36.02700	0.104	0.01340
2204.95	36.06800	0.074	0.00959
2205.50	36.12500	0.113	0.01460
2206.05	36.16300	0.070	0.00896
2206.60	36.22400	0.081	0.01040
2207.15	36.27700	0.086	0.01110
2207.70	36.32700	0.086	0.01100
2208.25	36.37700	0.085	0.01090
2208.80	36.42700	0.084	0.01080
2209.35	36.47800	0.104	0.01320
2209.90	36.52000	0.092	0.01170
2210.45	36.56700	0.089	0.01130
2211.00	36.61500	0.088	0.01120
2211.55	36.66400	0.072	0.00923
2212.10	36.72400	0.095	0.01200
2212.65	36.77000	0.093	0.01180
2213.20	36.81600	0.097	0.01230
2213.75	36.86100	0.068	0.00864
2214.30	36.92400	0.075	0.00950
2214.85	36.98200	0.085	0.01080
2215.40	37.03300	0.070	0.00886
2215.95	37.09500	0.096	0.01210
2216.50	37.14100	0.105	0.01320
2217.05	37.18200	0.092	0.01170
2217.60	37.23000	0.099	0.01250
2218.15	37.27400	0.091	0.01150
2218.70	37.32200	0.090	0.01140
2219.25	37.37000	0.089	0.01120
2219.80	37.41900	0.106	0.01330
2220.35	37.46100	0.115	0.01440
2220.90	37.49900	0.134	0.01670
2221.45	37.53200	0.119	0.01490
2222.00	37.56800	0.138	0.01720
2222.55	37.60000	0.176	0.02200
2223.10	37.62500	0.117	0.01460
2223.65	37.66300	0.103	0.01280
2224.20	37.70600	0.088	0.01090
2224.75	37.75600	0.120	0.01490
2225.30	37.79300	0.113	0.01400
2225.85	37.83200	0.102	0.01270
2226.40	37.87600	0.110	0.01360
2226.95	37.91600	0.102	0.01260
2227.50	37.96000	0.113	0.01400
2228.05	37.99900	0.104	0.01280
2228.60	38.04200	0.088	0.01080
2229.15	38.09300	0.078	0.00954
2229.70	38.15100	0.127	0.01570
2230.25	38.18600	0.082	0.01000
2230.80	38.24100	0.087	0.01070
2231.35	38.29200	0.104	0.01270
2231.90	38.33600	0.132	0.01620
2232.45	38.37000	0.110	0.01340
2233.00	38.41100	0.115	0.01410
2233.55	38.45000	0.118	0.01440
2234.10	38.48800	0.137	0.01670
2234.65	38.52100	0.143	0.01740
2235.20	38.55200	0.157	0.01900
2235.75	38.58100	0.144	0.01740
2236.30	38.61300	0.143	0.01730
2236.85	38.64500	0.134	0.01630
2237.40	38.67800	0.143	0.01730
2237.95	38.71000	0.153	0.01840
2238.50	38.74000	0.140	0.01680
2239.05	38.77300	0.146	0.01760
2239.60	38.80400	0.170	0.02040
2240.15	38.83100	0.162	0.01950
2240.70	38.85900	0.163	0.01950
2241.25	38.88700	0.167	0.02000
2241.80	38.91500	0.182	0.02180
2242.35	38.94000	0.174	0.02080
2242.90	38.96600	0.151	0.01800
2243.45	38.99700	0.116	0.01380
2244.00	39.03600	0.123	0.01470
2244.55	39.07400	0.105	0.01250
2245.10	39.11800	0.102	0.01220
2245.65	39.16300	0.081	0.00960
2246.20	39.22000	0.109	0.01300
2246.75	39.26200	0.089	0.01050
2247.30	39.31500	0.104	0.01240
2247.85	39.35900	0.077	0.00905
2248.40	39.42000	0.079	0.00929
2248.95	39.47900	0.107	0.01260
2249.50	39.52300	0.092	0.01080
2250.05	39.57400	0.073	0.00863
2250.60	39.63700	0.086	0.01020
2251.15	39.69100	0.120	0.01410
2251.70	39.73000	0.099	0.01160
2252.25	39.77800	0.135	0.01580
2252.80	39.81200	0.156	0.01820
2253.35	39.84300	0.125	0.01460
2253.90	39.88000	0.124	0.01440
2254.45	39.91800	0.129	0.01510
2255.00	39.95500	0.118	0.01380
2255.55	39.99400	0.118	0.01370
2256.10	40.03400	0.151	0.01750
2256.65	40.06600	0.121	0.01400
2257.20	40.10500	0.135	0.01570
2257.75	40.14000	0.124	0.01440
2258.30	40.17800	0.159	0.01840
2258.85	40.20800	0.153	0.01770
2259.40	40.23900	0.167	0.01930
2259.95	40.26800	0.146	0.01680
2260.50	40.30000	0.156	0.01790
2261.05	40.33100	0.157	0.01810
2261.60	40.36100	0.161	0.01840
2262.15	40.39100	0.153	0.01760
2262.70	40.42200	0.156	0.01790
2263.25	40.45300	0.149	0.01710
2263.80	40.48500	0.175	0.02000
2264.35	40.51300	0.184	0.02100
2264.90	40.53900	0.176	0.02010
2265.45	40.56600	0.191	0.02180
2266.00	40.59200	0.155	0.01770
2266.55	40.62300	0.168	0.01910
2267.10	40.65100	0.174	0.01970
2267.65	40.67900	0.171	0.01940
2268.20	40.70800	0.154	0.01750
2268.75	40.73900	0.149	0.01690
2269.30	40.77200	0.175	0.01980
2269.85	40.80000	0.161	0.01820
2270.40	40.83000	0.124	0.01390
2270.95	40.86900	0.105	0.01180
2271.50	40.91600	0.091	0.01020
2272.05	40.97000	0.078	0.00876
2272.60	41.03200	0.074	0.00834
2273.15	41.09800	0.089	0.00993
2273.70	41.15400	0.082	0.00915
2274.25	41.21400	0.081	0.00910
2274.80	41.27400	0.084	0.00944
2275.35	41.33200	0.102	0.01140
2275.90	41.38100	0.106	0.01190
2276.45	41.42700	0.088	0.00978
2277.00	41.48300	0.092	0.01020
2277.55	41.53700	0.098	0.01090
2278.10	41.58700	0.083	0.00922
2278.65	41.64700	0.095	0.01050
2279.20	41.69900	0.106	0.01170
2279.75	41.74600	0.096	0.01060
2280.30	41.79800	0.106	0.01170
2280.85	41.84500	0.127	0.01400
2281.40	41.88500	0.138	0.01520
2281.95	41.92100	0.141	0.01550
2282.50	41.95600	0.151	0.01660
2283.05	41.98900	0.164	0.01800
2283.60	42.02000	0.142	0.01550
2284.15	42.05500	0.127	0.01390
2284.70	42.09500	0.133	0.01450
2285.25	42.13300	0.119	0.01300
2285.80	42.17500	0.132	0.01440
2286.35	42.21400	0.130	0.01420
2286.90	42.25200	0.130	0.01420
2287.45	42.29100	0.134	0.01460
2288.00	42.32900	0.138	0.01500
2288.55	42.36600	0.151	0.01640
2289.10	42.39900	0.131	0.01420
2289.65	42.43800	0.124	0.01340
2290.20	42.47900	0.126	0.01360
2290.75	42.51900	0.132	0.01430
2291.30	42.55800	0.156	0.01680
2291.85	42.59100	0.144	0.01550
2292.40	42.62600	0.141	0.01520
2292.95	42.66200	0.146	0.01560
2293.50	42.69700	0.135	0.01450
2294.05	42.73500	0.149	0.01590
2294.60	42.77000	0.136	0.01460
2295.15	42.80800	0.135	0.01440
2295.70	42.84600	0.141	0.01510
2296.25	42.88200	0.149	0.01580
2296.80	42.91700	0.160	0.01700
2297.35	42.94900	0.170	0.01810
2297.90	42.98000	0.167	0.01770
2298.45	43.01100	0.167	0.01770
2299.00	43.04200	0.163	0.01720
2299.55	43.07400	0.166	0.01750
2300.10	43.10500	0.182	0.01920
2300.65	43.13400	0.159	0.01680
2301.20	43.16600	0.180	0.01900
2301.75	43.19500	0.163	0.01710
2302.30	43.22700	0.156	0.01640
2302.85	43.26100	0.176	0.01850
2303.40	43.29100	0.151	0.01580
2303.95	43.32500	0.174	0.01820
2304.50	43.35600	0.180	0.01880
2305.05	43.38500	0.171	0.01790
2305.60	43.41500	0.176	0.01840
2306.15	43.44500	0.178	0.01850
2306.70	43.47500	0.164	0.01710
2307.25	43.50700	0.177	0.01840
2307.80	43.53700	0.186	0.01930
2308.35	43.56600	0.192	0.01990
2308.90	43.59300	0.182	0.01890
2309.45	43.62200	0.174	0.01800
2310.00	43.65300	0.195	0.02010
2310.55	43.68000	0.174	0.01800
2311.10	43.71100	0.198	0.02040
2311.65	43.73800	0.182	0.01870
2312.20	43.76700	0.182	0.01880
2312.75	43.79600	0.176	0.01810
2313.30	43.82700	0.193	0.01980
2313.85	43.85400	0.196	0.02010
2314.40	43.88200	0.187	0.01910
2314.95	43.91100	0.181	0.01850
2315.50	43.94000	0.174	0.01780
2316.05	43.97100	0.186	0.01900
2316.60	44.00000	0.212	0.02160
2317.15	44.02600	0.187	0.01900
2317.70	44.05500	0.182	0.01850
2318.25	44.08400	0.173	0.01750
2318.80	44.11600	0.184	0.01860
2319.35	44.14500	0.191	0.01930
2319.90	44.17400	0.194	0.01960
2320.45	44.20200	0.204	0.02060
2321.00	44.22800	0.202	0.02030
2321.55	44.25600	0.201	0.02020
2322.10	44.28300	0.204	0.02050
2322.65	44.30900	0.209	0.02100
2323.20	44.33600	0.211	0.02120
2323.75	44.36200	0.183	0.01830
2324.30	44.39200	0.108	0.01080
2324.85	44.44200	0.107	0.01070
2325.40	44.49400	0.108	0.01070
2325.95	44.54500	0.093	0.00929
2326.50	44.60400	0.098	0.00972
2327.05	44.66100	0.098	0.00978
2327.60	44.71700	0.105	0.01040
2328.15	44.76900	0.097	0.00966
2328.70	44.82600	0.112	0.01110
2329.25	44.87600	0.124	0.01220
2329.80	44.92100	0.108	0.01060
2330.35	44.97300	0.108	0.01060
2330.90	45.02400	0.118	0.01160
2331.45	45.07100	0.082	0.00808
2332.00	45.13900	0.125	0.01230
2332.55	45.18400	0.088	0.00868
2333.10	45.24700	0.102	0.01000
2333.65	45.30200	0.100	0.00979
2334.20	45.35800	0.090	0.00880
2334.75	45.42100	0.082	0.00804
2335.30	45.48900	0.104	0.01020
2335.85	45.54300	0.094	0.00910
2336.40	45.60400	0.098	0.00950
2336.95	45.66200	0.094	0.00908
2337.50	45.72200	0.111	0.01080
2338.05	45.77300	0.114	0.01110
2338.60	45.82300	0.098	0.00953
2339.15	45.88100	0.125	0.01210
2339.70	45.92600	0.145	0.01400
2340.25	45.96500	0.149	0.01440
2340.80	46.00400	0.129	0.01240
2341.35	46.04800	0.101	0.00968
2341.90	46.10500	0.137	0.01320
2342.45	46.14600	0.136	0.01300
2343.00	46.18800	0.125	0.01200
2343.55	46.23400	0.151	0.01440
2344.10	46.27200	0.162	0.01550
2344.65	46.30800	0.140	0.01330
2345.20	46.34900	0.165	0.01580
2345.75	46.38400	0.157	0.01500
2346.30	46.42100	0.158	0.01510
2346.85	46.45700	0.151	0.01430
2347.40	46.49600	0.121	0.01150
2347.95	46.54400	0.156	0.01470
2348.50	46.58100	0.160	0.01520
2349.05	46.61700	0.169	0.01600
2349.60	46.65200	0.169	0.01600
2350.15	46.68600	0.162	0.01530
2350.70	46.72200	0.116	0.01090
2351.25	46.77300	0.091	0.00854
2351.80	46.83700	0.116	0.01090
2352.35	46.88700	0.127	0.01190
2352.90	46.93400	0.114	0.01070
2353.45	46.98500	0.125	0.01170
2354.00	47.03200	0.137	0.01280
2354.55	47.07500	0.120	0.01120
2355.10	47.12400	0.156	0.01460
2355.65	47.16200	0.139	0.01290
2356.20	47.20400	0.141	0.01310
2356.75	47.24600	0.142	0.01320
2357.30	47.28800	0.137	0.01270
2357.85	47.33100	0.115	0.01060
2358.40	47.38300	0.139	0.01290
2358.95	47.42500	0.117	0.01080
2359.50	47.47700	0.151	0.01390
2360.05	47.51600	0.133	0.01220
2360.60	47.56100	0.143	0.01320
2361.15	47.60300	0.123	0.01130
2361.70	47.65100	0.126	0.01160
2362.25	47.69900	0.133	0.01220
2362.80	47.74400	0.140	0.01280
2363.35	47.78700	0.133	0.01210
2363.90	47.83200	0.134	0.01220
2364.45	47.87800	0.132	0.01210
2365.00	47.92300	0.149	0.01360
2365.55	47.96400	0.145	0.01320
2366.10	48.00500	0.134	0.01220
2366.65	48.05000	0.148	0.01340
2367.20	48.09100	0.135	0.01220
2367.75	48.13600	0.138	0.01240
2368.30	48.18100	0.145	0.01310
2368.85	48.22300	0.134	0.01210
2369.40	48.26800	0.126	0.01140
2369.95	48.31600	0.137	0.01240
2370.50	48.36100	0.151	0.01350
2371.05	48.40100	0.130	0.01170
2371.60	48.44800	0.136	0.01210
2372.15	48.49400	0.149	0.01330
2372.70	48.53500	0.131	0.01170
2373.25	48.58200	0.144	0.01280
2373.80	48.62500	0.129	0.01150
2374.35	48.67200	0.151	0.01340
2374.90	48.71400	0.138	0.01230
2375.45	48.75800	0.129	0.01140
2376.00	48.80600	0.143	0.01270
2376.55	48.85000	0.158	0.01400
2377.10	48.88900	0.148	0.01310
2377.65	48.93100	0.149	0.01310
2378.20	48.97300	0.150	0.01320
2378.75	49.01500	0.138	0.01210
2379.30	49.06000	0.129	0.01130
2379.85	49.10900	0.133	0.01170
2380.40	49.15600	0.142	0.01240
2380.95	49.20000	0.156	0.01360
2381.50	49.24000	0.159	0.01390
2382.05	49.28000	0.163	0.01420
2382.60	49.31800	0.179	0.01560
2383.15	49.35400	0.155	0.01350
2383.70	49.39400	0.162	0.01410
2384.25	49.43300	0.152	0.01320
2384.80	49.47500	0.160	0.01390
2385.35	49.51500	0.165	0.01430
2385.90	49.55300	0.170	0.01470
2386.45	49.59100	0.144	0.01240
2387.00	49.63500	0.147	0.01260
2387.55	49.67800	0.169	0.01460
2388.10	49.71600	0.172	0.01480
2388.65	49.75300	0.164	0.01400
2389.20	49.79200	0.174	0.01490
2389.75	49.82900	0.166	0.01420
2390.30	49.86800	0.155	0.01330
2390.85	49.90900	0.160	0.01370
2391.40	49.94900	0.170	0.01450
2391.95	49.98700	0.169	0.01440
2392.50	50.02500	0.153	0.01300
2393.05	50.06800	0.183	0.01560
2393.60	50.10300	0.164	0.01390
2394.15	50.14200	0.185	0.01560
2394.70	50.17700	0.176	0.01490
2395.25	50.21400	0.172	0.01450
2395.80	50.25200	0.160	0.01350
2396.35	50.29300	0.173	0.01460
2396.90	50.33100	0.165	0.01390
2397.45	50.37000	0.157	0.01320
2398.00	50.41200	0.171	0.01440
2398.55	50.45000	0.179	0.01500
2399.10	50.48700	0.172	0.01430
2399.65	50.52500	0.172	0.01440
2400.20	50.56300	0.181	0.01510
2400.75	50.60000	0.170	0.01420
2401.30	50.63800	0.180	0.01490
2401.85	50.67500	0.176	0.01460
2402.40	50.71300	0.164	0.01360
2402.95	50.75300	0.169	0.01400
2403.50	50.79200	0.170	0.01400
2404.05	50.83200	0.182	0.01500
2404.60	50.86800	0.171	0.01410
2405.15	50.90700	0.181	0.01490
2405.70	50.94400	0.174	0.01430
2406.25	50.98300	0.171	0.01400
2406.80	51.02200	0.186	0.01530
2407.35	51.05800	0.166	0.01360
2407.90	51.09800	0.175	0.01430
2408.45	51.13700	0.185	0.01510
2409.00	51.17300	0.186	0.01520
2409.55	51.20900	0.179	0.01460
2410.10	51.24700	0.183	0.01490
2410.65	51.28400	0.177	0.01430
2411.20	51.32200	0.186	0.01510
2411.75	51.35900	0.179	0.01450
2412.30	51.39700	0.172	0.01390
2412.85	51.43600	0.185	0.01500
2413.40	51.47300	0.193	0.01560
2413.95	51.50800	0.171	0.01370
2414.50	51.54800	0.182	0.01470
2415.05	51.58600	0.208	0.01670
2415.60	51.61800	0.202	0.01620
2416.15	51.65200	0.185	0.01480
2416.70	51.69000	0.161	0.01280
2417.25	51.73200	0.130	0.01040
2417.80	51.78500	0.200	0.01590
2418.35	51.82000	0.194	0.01540
2418.90	51.85600	0.172	0.01370
2419.45	51.89600	0.171	0.01360
2420.00	51.93600	0.212	0.01680
2420.55	51.96900	0.148	0.01170
2421.10	52.01600	0.088	0.00696
2421.65	52.09500	0.110	0.00870
2422.20	52.15800	0.099	0.00781
2422.75	52.22800	0.112	0.00884
2423.30	52.29100	0.089	0.00701
2423.85	52.36900	0.103	0.00808
2424.40	52.43700	0.108	0.00844
2424.95	52.50200	0.121	0.00949
2425.50	52.56000	0.100	0.00785
2426.05	52.63000	0.118	0.00920
2426.60	52.69000	0.172	0.01340
2427.15	52.73100	0.197	0.01530
2427.70	52.76700	0.131	0.01020
2428.25	52.82100	0.101	0.00786
2428.80	52.89100	0.092	0.00715
2429.35	52.96800	0.110	0.00848
2429.90	53.03200	0.106	0.00820
2430.45	53.09900	0.113	0.00873
2431.00	53.16200	0.148	0.01140
2431.55	53.21100	0.182	0.01400
2432.10	53.25000	0.173	0.01330
2432.65	53.29100	0.167	0.01280
2433.20	53.33400	0.157	0.01200
2433.75	53.38000	0.174	0.01330
2434.30	53.42100	0.186	0.01420
2434.85	53.46000	0.196	0.01500
2435.40	53.49700	0.163	0.01240
2435.95	53.54100	0.101	0.00770
2436.50	53.61200	0.116	0.00884
2437.05	53.67500	0.098	0.00740
2437.60	53.74900	0.103	0.00780
2438.15	53.81900	0.128	0.00969
2438.70	53.87600	0.120	0.00907
2439.25	53.93700	0.109	0.00824
2439.80	54.00300	0.087	0.00654
2440.35	54.08700	0.125	0.00939
2440.90	54.14600	0.122	0.00915
2441.45	54.20600	0.151	0.01130
2442.00	54.25400	0.140	0.01050
2442.55	54.30700	0.154	0.01150
2443.10	54.35500	0.166	0.01240
2443.65	54.39900	0.153	0.01140
2444.20	54.44700	0.158	0.01180
2444.75	54.49400	0.157	0.01160
2445.30	54.54100	0.141	0.01050
2445.85	54.59400	0.151	0.01120
2446.40	54.64300	0.153	0.01130
2446.95	54.69200	0.160	0.01180
2447.50	54.73800	0.163	0.01200
2448.05	54.78400	0.165	0.01210
2448.60	54.82900	0.159	0.01170
2449.15	54.87600	0.170	0.01250
2449.70	54.92000	0.159	0.01170
2450.25	54.96800	0.151	0.01110
2450.80	55.01700	0.164	0.01200
2451.35	55.06300	0.171	0.01240
2451.90	55.10700	0.154	0.01120
2452.45	55.15600	0.153	0.01110
2453.00	55.20600	0.154	0.01120
2453.55	55.25500	0.164	0.01190
2454.10	55.30100	0.175	0.01270
2454.65	55.34400	0.181	0.01310
2455.20	55.38600	0.179	0.01290
2455.75	55.42900	0.190	0.01370
2456.30	55.46900	0.163	0.01180
2456.85	55.51600	0.194	0.01400
2457.40	55.55500	0.188	0.01350
2457.95	55.59600	0.183	0.01310
2458.50	55.63800	0.163	0.01170
2459.05	55.68500	0.191	0.01360
2459.60	55.72500	0.191	0.01360
2460.15	55.76500	0.137	0.00978
2460.70	55.82200	0.137	0.00976
2461.25	55.87800	0.157	0.01110
2461.80	55.92700	0.196	0.01390
2462.35	55.96700	0.187	0.01320
2462.90	56.00800	0.121	0.00852
2463.45	56.07300	0.116	0.00822
2464.00	56.14000	0.116	0.00816
2464.55	56.20700	0.111	0.00779
2465.10	56.27800	0.149	0.01050
2465.65	56.33000	0.158	0.01110
2466.20	56.38000	0.200	0.01400
2466.75	56.41900	0.168	0.01180
2467.30	56.46600	0.190	0.01330
2467.85	56.50700	0.168	0.01170
2468.40	56.55400	0.142	0.00989
2468.95	56.60900	0.192	0.01330
2469.50	56.65100	0.185	0.01290
2470.05	56.69300	0.208	0.01440
2470.60	56.73200	0.196	0.01360
2471.15	56.77200	0.210	0.01450
2471.70	56.81000	0.190	0.01310
2472.25	56.85200	0.129	0.00887
2472.80	56.91400	0.125	0.00858
2473.35	56.97800	0.107	0.00738
2473.90	57.05200	0.151	0.01030
2474.45	57.10500	0.211	0.01440
2475.00	57.14400	0.208	0.01420
2475.55	57.18200	0.163	0.01110
2476.10	57.23100	0.132	0.00901
2476.65	57.29200	0.106	0.00723
2477.20	57.36800	0.116	0.00789
2477.75	57.43800	0.100	0.00681
2478.30	57.51900	0.116	0.00783
2478.85	57.58900	0.085	0.00574
2479.40	57.68500	0.100	0.00674
2479.95	57.76600	0.106	0.00713
2480.50	57.84300	0.091	0.00613
2481.05	57.93300	0.101	0.00682
2481.60	58.01400	0.124	0.00834
2482.15	58.07900	0.111	0.00747
2482.70	58.15300	0.124	0.00827
2483.25	58.21900	0.118	0.00788
2483.80	58.28900	0.116	0.00771
2484.35	58.36100	0.113	0.00751
2484.90	58.43400	0.101	0.00672
2485.45	58.51600	0.121	0.00803
2486.00	58.58400	0.146	0.00964
2486.55	58.64100	0.112	0.00743
2487.10	58.71500	0.107	0.00708
2487.65	58.79300	0.130	0.00856
2488.20	58.85700	0.103	0.00676
2488.75	58.93800	0.098	0.00642
2489.30	59.02400	0.106	0.00697
2489.85	59.10300	0.097	0.00637
2490.40	59.18900	0.093	0.00609
2490.95	59.27900	0.095	0.00622
2491.50	59.36700	0.089	0.00583
2492.05	59.46200	0.087	0.00569
2492.60	59.55800	0.090	0.00586
2493.15	59.65200	0.103	0.00667
2493.70	59.73400	0.111	0.00720
2494.25	59.81100	0.110	0.00709
2494.80	59.88800	0.078	0.00504
2495.35	59.99700	0.099	0.00641
2495.90	60.08300	0.084	0.00542
2496.45	60.18500	0.089	0.00572
2497.00	60.28100	0.082	0.00525
2497.55	60.38500	0.095	0.00609
2498.10	60.47600	0.091	0.00583
2498.65	60.57000	0.089	0.00570
2499.20	60.66600	0.076	0.00483
2499.75	60.78000	0.104	0.00659
2500.30	60.86300	0.099	0.00631
2500.85	60.95100	0.113	0.00716
2501.40	61.02700	0.113	0.00713
2501.95	61.10400	0.111	0.00704
2502.50	61.18200	0.109	0.00688
2503.05	61.26200	0.102	0.00645
2503.60	61.34700	0.122	0.00769
2504.15	61.41900	0.116	0.00731
2504.70	61.49400	0.175	0.01100
2505.25	61.54400	0.178	0.01110
2505.80	61.59400	0.170	0.01060
2506.35	61.64500	0.160	0.00998
2506.90	61.70100	0.156	0.00970
2507.45	61.75700	0.105	0.00656
2508.00	61.84100	0.082	0.00511
2508.55	61.94800	0.094	0.00585
2509.10	62.04200	0.082	0.00506
2509.65	62.15100	0.085	0.00528
2510.20	62.25500	0.087	0.00537
2510.75	62.35700	0.090	0.00554
2511.30	62.45600	0.101	0.00625
2511.85	62.54400	0.097	0.00599
2512.40	62.63600	0.120	0.00734
2512.95	62.71100	0.097	0.00592
2513.50	62.80400	0.087	0.00530
2514.05	62.90800	0.080	0.00491
2514.60	63.01900	0.077	0.00470
2515.15	63.13600	0.071	0.00434
2515.70	63.26300	0.093	0.00563
2516.25	63.36100	0.077	0.00467
2516.80	63.47900	0.084	0.00512
2517.35	63.58600	0.093	0.00560
2517.90	63.68400	0.093	0.00560
2518.45	63.78200	0.093	0.00561
2519.00	63.88000	0.096	0.00578
2519.55	63.97500	0.087	0.00523
2520.10	64.08000	0.090	0.00541
2520.65	64.18200	0.111	0.00666
2521.20	64.26400	0.084	0.00505
2521.75	64.37300	0.099	0.00591
2522.30	64.46600	0.090	0.00539
2522.85	64.56800	0.088	0.00520
2523.40	64.67400	0.089	0.00528
2523.95	64.77800	0.102	0.00604
2524.50	64.86900	0.085	0.00503
2525.05	64.97800	0.081	0.00479
2525.60	65.09300	0.081	0.00477
2526.15	65.20800	0.083	0.00490
2526.70	65.32000	0.097	0.00569
2527.25	65.41700	0.089	0.00520
2527.80	65.52300	0.094	0.00551
2528.35	65.62200	0.083	0.00488
2528.90	65.73500	0.085	0.00496
2529.45	65.84600	0.074	0.00432
2530.00	65.97300	0.092	0.00534
2530.55	66.07600	0.092	0.00535
2531.10	66.17900	0.100	0.00582
2531.65	66.27300	0.098	0.00565
2532.20	66.37000	0.097	0.00562
2532.75	66.46800	0.082	0.00471
2533.30	66.58500	0.090	0.00519
2533.85	66.69100	0.098	0.00565
2534.40	66.78800	0.119	0.00682
2534.95	66.86900	0.147	0.00841
2535.50	66.93400	0.171	0.00979
2536.05	66.99000	0.138	0.00786
2536.60	67.06000	0.085	0.00487
2537.15	67.17300	0.086	0.00491
