/* DATA DESCRIPTION:
Citation:	Wolff, Eric William (1999): GRIP Dielectric Profiling (DEP) and Electrical Conductivity (ECM) averaged data [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55092
Related to:	Clausen, Henrik Brink; Hammer, C U; Christensen, John P; Hvidberg, Christine Schøtt; Dahl-Jensen, Dorthe; Legrand, Michel R; Steffensen, Jørgen Peder (1995): 1250 years of global volcanism as revealed by central Greenland ice cores. In: Delmas, R (ed.), Ice Core Studies of Global Biogeochemical cycles, Annecy, France, NATO Advanced Sciences Institutes Series 1, 30, 175-194
	GRIP Members (1993): Climate instability during the last interglacial period recorded in the GRIP ice core. Nature, 364(6434), 203-207, https://doi.org/10.1038/364203a0
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Moore, J Casey; Mulvaney, Robert; Paren, J G (1989): Dielectric stratigraphy of ice: a new technique for determining total ionic concentrations in polar ice cores. Geophysical Research Letters, 16, 1177-1180, https://doi.org/10.1029/GL016i010p01177
	Moore, J Casey; Paren, J G (1987): A new technique for dielectric logging of Antarctic ice cores. Journal de Physique, 48C, 155-160, https://doi.org/10.1051/jphyscol:1987123
	Moore, J Casey; Wolff, Eric William; Clausen, Henrik Brink; Hammer, C U; Legrand, Michel R; Fuhrer, Katrin (1994): Electrical response of the Summit-Greenland ice core to ammonium, sulphuric acid, and hydrochloric acid. Geophysical Research Letters, 21(7), 565-568, https://doi.org/10.1029/94GL00542
	Taylor, Kendrick C; Hammer, C U; Alley, Richard B; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Gow, A J; Gundestrup, Niels S; Kipfstuhl, Sepp; Moore, J Casey; Waddington, Edwin D (1993): Electrical conductivity measurements from the GISP2 and GRIP Greenland ice cores. Nature, 366(6455), 549-552, https://doi.org/10.1038/366549a0
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U (1997): Climatic implications of background acidity and other chemistry derived from electrical studies of the Greenland Ice Core Project ice core. Journal of Geophysical Research: Oceans, 102(C12), 26325-26332, https://doi.org/10.1029/96JC02223
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U; Kipfstuhl, Sepp; Fuhrer, Katrin (1995): Long-term changes in the acid and salt concentrations of the Greenland Ice Core Project ice core from electrical stratigraphy. Journal of Geophysical Research: Atmospheres, 100(D8), 16249-16264, https://doi.org/10.1029/95JD01174
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 138.05 m * MAXIMUM DEPTH, ice/snow: 3021.70 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Each data point is an average over a 55 cm interval; data are correted, level changes between 730 and 930 m are believed to be spurious (Wolff, et al., 1995) due to poor temperature correction.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Conductivity, specific [µS/m] (Cond) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values
	Conductivity, electrical, ice (Cond electr) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values * COMMENT: calculated as H+ = 0.03 x I**2; unit=micromol of H+ per kg
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10346 data points
*/
Depth ice/snow [m]	Age [ka BP]	Cond [µS/m]	Cond electr
2426.05	52.630	10.628	0.001
2426.60	52.690	9.728	0.008
2427.15	52.731	9.324	0.008
2427.70	52.767	9.801	0.002
2428.25	52.821	10.420	0.001
2428.80	52.891	10.370	0.001
2429.35	52.968	10.587	0.001
2429.90	53.032	10.920	0.001
2430.45	53.099	11.009	0.001
2431.00	53.162	13.844	0.003
2431.55	53.211	10.577	0.055
2432.10	53.250	10.576	0.054
2432.65	53.291	10.207	0.017
2433.20	53.334	9.477	0.005
2433.75	53.380	9.948	0.024
2434.30	53.421	10.252	0.042
2434.85	53.460	9.631	0.081
2435.40	53.497	9.772	0.075
2437.60	53.749	10.641	0.001
2438.15	53.819	10.709	0.001
2438.70	53.876	10.987	0.001
2439.25	53.937	10.783	0.001
2439.80	54.003	11.106	0.001
2440.35	54.087	10.692	0.001
2440.90	54.146	10.276	0.002
2441.45	54.206	10.077	0.002
2442.00	54.254	9.959	0.002
2442.55	54.307	9.449	0.002
2443.10	54.355	9.609	0.003
2443.65	54.399	9.291	0.003
2444.20	54.447	9.602	0.003
2444.75	54.494	9.665	0.002
2445.30	54.541	9.837	0.002
2445.85	54.594	9.202	0.002
2446.40	54.643	9.602	0.002
2446.95	54.692	9.772	0.002
2447.50	54.738	10.247	0.027
2448.05	54.784	9.794	0.006
2448.60	54.829	9.806	0.062
2449.15	54.876	11.021	0.135
2449.70	54.920	11.168	0.160
2450.25	54.968	9.460	0.003
2450.80	55.017	9.580	0.004
2451.35	55.063	9.652	0.003
2451.90	55.107	9.686	0.002
2452.45	55.156	9.456	0.004
2453.00	55.206	10.747	0.125
2453.55	55.255	9.593	0.005
2454.10	55.301	9.999	0.024
2454.65	55.344	10.872	0.123
2455.20	55.386	9.540	0.026
2455.75	55.429	9.888	0.041
2456.30	55.469	10.564	0.118
2456.85	55.516	11.273	0.173
2457.40	55.555	12.616	0.322
2457.95	55.596	13.242	0.465
2458.50	55.638	9.494	0.005
2459.05	55.685	10.726	0.181
2459.60	55.725	13.832	0.780
2460.15	55.765	9.834	0.002
2460.70	55.822	9.884	0.001
2461.25	55.878	10.829	0.112
2461.80	55.927	10.523	0.058
2462.35	55.967	10.381	0.053
2462.90	56.008	10.338	0.001
2463.45	56.073	9.944	0.000
2464.00	56.140	10.499	0.000
2464.55	56.207	10.312	0.000
2465.10	56.278	9.869	0.000
2465.65	56.330	10.199	0.054
2466.20	56.380	14.015	0.436
2466.75	56.419	14.604	0.501
2467.30	56.466	14.495	0.610
2467.85	56.507	10.497	0.056
2468.40	56.554	11.993	0.151
2468.95	56.609	12.839	0.458
2469.50	56.651	11.650	0.176
2470.05	56.693	11.931	0.208
2470.60	56.732	10.602	0.072
2471.15	56.772	9.759	0.019
2471.70	56.810	9.377	0.002
2472.25	56.852	10.291	0.000
2472.80	56.914	10.260	0.000
2473.35	56.978	10.350	0.000
2473.90	57.052	9.769	0.000
2474.45	57.105	11.898	0.350
2475.00	57.144	10.504	0.141
2475.55	57.182	9.824	0.002
2476.10	57.231	10.436	0.000
2476.65	57.292	10.525	0.000
2477.20	57.368	10.210	0.000
2477.75	57.438	10.649	0.000
2478.30	57.519	10.687	0.000
2478.85	57.589	10.950	0.000
2479.40	57.685	10.395	0.000
2479.95	57.766	10.629	0.000
2480.50	57.843	10.692	0.000
2481.05	57.933	11.025	0.000
2481.60	58.014	10.349	0.000
2482.15	58.079	10.501	0.000
2482.70	58.153	10.739	0.000
2483.25	58.219	10.515	0.000
2483.80	58.289	10.882	0.000
2484.35	58.361	10.459	0.000
2484.90	58.434	10.521	0.000
2485.45	58.516	10.792	0.000
2486.00	58.584	10.770	0.000
2486.55	58.641	10.514	0.000
2487.10	58.715	10.638	0.000
2487.65	58.793	10.478	0.000
2488.20	58.857	10.423	0.000
2488.75	58.938	10.932	0.000
2489.30	59.024	10.788	0.000
2489.85	59.103	10.968	0.000
2490.40	59.189	10.521	0.000
2490.95	59.279	10.491	0.000
2491.50	59.367	10.560	0.000
2492.05	59.462	10.717	0.000
2492.60	59.558	10.767	0.000
2493.15	59.652	10.644	0.000
2493.70	59.734	10.633	0.000
2494.25	59.811	10.982	0.000
2494.80	59.888	11.079	0.000
2495.35	59.997	10.586	0.000
2495.90	60.083	10.966	0.000
2496.45	60.185	10.581	0.000
2497.00	60.281	10.963	0.000
2497.55	60.385	10.856	0.000
2498.10	60.476	10.928	0.000
2498.65	60.570	10.806	0.000
2499.20	60.666	11.050	0.000
2499.75	60.780	10.543	0.000
2500.30	60.863	10.441	0.000
2500.85	60.951	10.053	0.000
2501.40	61.027	9.993	0.000
2501.95	61.104	9.947	0.000
2502.50	61.182	10.224	0.000
2503.05	61.262	10.561	0.000
2503.60	61.347	10.102	0.000
2504.15	61.419	10.199	0.000
2504.70	61.494	9.464	0.001
2505.25	61.544	9.134	0.001
2505.80	61.594	9.165	0.001
2506.35	61.645	9.239	0.001
2506.90	61.701	9.466	0.001
2507.45	61.757	10.414	0.000
2508.00	61.841	10.557	0.000
2508.55	61.948	10.385	0.000
2509.10	62.042	10.217	0.000
2509.65	62.151	10.572	0.001
2510.20	62.255	10.592	0.001
2510.75	62.357	10.552	0.000
2511.30	62.456	10.349	0.000
2511.85	62.544	10.382	0.000
2512.40	62.636	10.148	0.000
2512.95	62.711	10.418	0.000
2513.50	62.804	10.661	0.000
2514.05	62.908	10.717	0.000
2514.60	63.019	10.490	0.000
2515.15	63.136	10.774	0.000
2515.70	63.263	10.548	0.000
2516.25	63.361	10.738	0.001
2516.80	63.479	10.980	0.001
2517.35	63.586	10.278	0.001
2517.90	63.684	9.939	0.000
2518.45	63.782	9.976	0.000
2519.00	63.880	10.035	0.000
2519.55	63.975	10.083	0.000
2520.10	64.080	10.225	0.000
2520.65	64.182	9.886	0.000
2521.20	64.264	10.046	0.000
2521.75	64.373	9.798	0.000
2522.30	64.466	9.919	0.000
2522.85	64.568	10.103	0.000
2523.40	64.674	9.643	0.000
2523.95	64.778	10.094	0.000
2524.50	64.869	10.152	0.000
2525.05	64.978	10.171	0.000
2525.60	65.093	10.178	0.000
2526.15	65.208	10.008	0.000
2526.70	65.320	9.932	0.000
2527.25	65.417	10.156	0.000
2527.80	65.523	10.463	0.000
2528.35	65.622	10.284	0.000
2528.90	65.735	10.607	0.000
2529.45	65.846	10.360	0.000
2530.00	65.973	10.449	0.000
2530.55	66.076	10.478	0.000
2531.10	66.179	10.113	0.000
2531.65	66.273	10.150	0.000
2532.20	66.370	10.192	0.000
2532.75	66.468	10.345	0.000
2533.30	66.585	10.167	0.000
2533.85	66.691	9.834	0.000
2534.40	66.788	9.286	0.001
2534.95	66.869	8.937	0.001
2535.50	66.934	9.185	0.001
2536.05	66.990	9.517	0.001
2536.60	67.060	10.000	0.000
2537.15	67.173	10.135	0.000
2537.70	67.285	10.251	0.000
2538.25	67.402	10.543	0.000
2538.80	67.542	10.228	0.000
2539.35	67.650	9.787	0.001
2539.90	67.759	9.305	0.001
2540.45	67.845	9.591	0.001
2541.00	67.927	9.364	0.001
2541.55	68.016	9.540	0.001
2542.10	68.085	9.336	0.001
2542.65	68.162	8.998	0.001
2543.20	68.237	9.002	0.008
2543.75	68.299	9.803	0.050
2544.30	68.361	9.086	0.003
2544.85	68.421	9.434	0.024
2545.40	68.483	9.254	0.007
2545.95	68.543	9.116	0.003
2546.50	68.604	10.026	0.047
2547.05	68.665	10.609	0.100
2547.60	68.722	9.015	0.002
2548.15	68.785	8.918	0.002
2548.70	68.841	9.828	0.062
2549.25	68.900	15.455	0.872
2549.80	68.958	10.238	0.164
2550.35	69.005	9.570	0.038
2550.90	69.065	9.366	0.014
2551.45	69.120	11.696	0.271
2552.00	69.178	9.452	0.043
2552.55	69.232	10.156	0.133
2553.10	69.282	9.778	0.045
2553.65	69.336	11.980	0.281
2554.20	69.388	11.788	0.278
2554.75	69.441	11.539	0.314
2555.30	69.491	11.553	0.260
2555.85	69.540	10.797	0.185
2556.40	69.592	9.369	0.025
2556.95	69.640	8.748	0.004
2557.50	69.689	9.082	0.001
2558.05	69.747	9.726	0.000
2558.60	69.873	10.019	0.001
2559.15	70.026	9.784	0.000
2559.70	70.168	9.706	0.000
2560.25	70.327	9.706	0.000
2560.80	70.474	9.862	0.000
2561.35	70.636	9.818	0.000
2561.90	70.771	9.768	0.000
2562.45	70.943	9.999	0.000
2563.00	71.090	10.089	0.000
2563.55	71.246	9.982	0.000
2564.10	71.398	10.202	0.000
2564.65	71.554	9.900	0.017
2565.20	71.656	9.257	0.003
2565.75	71.742	9.092	0.006
2566.30	71.807	9.901	0.038
2566.85	71.884	10.043	0.071
2567.40	71.958	12.228	0.252
2567.95	72.035	10.065	0.051
2568.50	72.106	13.690	0.535
2569.05	72.179	14.369	0.588
2569.60	72.247	12.745	0.337
2570.15	72.314	11.666	0.337
2572.90	72.645	11.964	0.316
2573.45	72.711	14.378	0.632
2574.00	72.777	14.118	0.464
2574.55	72.842	14.413	0.568
2575.10	72.904	13.086	0.246
2575.65	72.969	14.130	0.577
2576.20	73.033	16.131	0.891
2576.75	73.092	13.120	0.439
2577.30	73.149	10.693	0.170
2577.85	73.212	12.967	0.346
2578.40	73.272	13.515	0.462
2578.95	73.332	13.457	0.344
2579.50	73.394	13.334	0.267
2580.05	73.452	11.458	0.140
2580.60	73.514	12.950	0.319
2581.15	73.573	12.127	0.395
2581.70	73.633	12.053	0.201
2582.25	73.688	12.618	0.276
2582.80	73.747	11.514	0.134
2583.35	73.804	11.228	0.134
2583.90	73.866	12.276	0.209
2584.45	73.920	11.784	0.157
2585.00	73.972	9.106	0.006
2585.55	74.032	9.523	0.001
2586.10	74.153	9.501	0.001
2586.65	74.283	9.697	0.000
2587.20	74.409	9.145	0.000
2587.75	74.541	9.792	0.000
2588.30	74.705	9.857	0.000
2588.85	74.847	9.884	0.000
2589.40	75.003	9.930	0.000
2589.95	75.138	9.869	0.000
2590.50	75.292	9.645	0.000
2591.05	75.414	9.493	0.000
2591.60	75.517	9.270	0.001
2592.15	75.605	10.170	0.070
2592.70	75.684	10.795	0.088
2593.25	75.756	10.834	0.139
2593.80	75.825	9.383	0.008
2594.35	75.912	9.296	0.001
2594.90	76.004	9.398	0.001
2595.45	76.093	9.576	0.005
2596.00	76.185	10.132	0.035
2596.55	76.265	9.544	0.021
2597.10	76.347	9.439	0.022
2597.65	76.430	10.775	0.088
2598.20	76.509	11.912	0.201
2598.75	76.587	13.003	0.352
2599.30	76.657	11.481	0.151
2599.85	76.727	10.396	0.062
2600.40	76.798	12.341	0.256
2600.95	76.868	11.067	0.116
2601.50	76.949	11.609	0.143
2602.05	77.023	11.544	0.216
2602.60	77.092	9.341	0.002
2603.15	77.174	9.397	0.001
2603.70	77.268	9.575	0.008
2604.25	77.354	11.954	0.215
2604.80	77.438	9.708	0.011
2605.35	77.522	9.419	0.002
2605.90	77.608	9.425	0.001
2606.45	77.690	9.437	0.002
2607.00	77.768	10.198	0.042
2607.55	77.845	12.422	0.262
2608.10	77.922	14.742	0.175
2608.65	78.001	10.343	0.940
2609.20	78.078	9.377	0.043
2609.75	78.157	10.534	0.068
2610.30	78.236	13.006	0.222
2610.85	78.309	12.978	0.344
2611.40	78.392	15.025	0.722
2611.95	78.468	14.981	0.839
2612.50	78.537	14.556	0.691
2613.05	78.605	12.459	0.284
2613.60	78.676	12.533	0.313
2614.15	78.749	11.896	0.495
2614.70	78.821	14.583	0.502
2615.25	78.893	13.878	0.411
2615.80	78.965	14.793	0.558
2616.35	79.035	17.091	1.114
2616.90	79.109	14.466	0.576
2617.45	79.180	15.046	0.688
2618.00	79.250	14.755	0.576
2618.55	79.316	14.735	0.576
2619.10	79.387	14.696	0.693
2619.65	79.456	15.972	1.014
2620.20	79.525	14.769	0.778
2620.75	79.590	14.753	0.662
2621.30	79.660	15.817	0.982
2621.85	79.726	13.718	0.601
2622.40	79.794	15.744	0.941
2622.95	79.862	14.821	0.879
2623.50	79.930	14.704	0.837
2624.05	80.001	16.142	1.062
2624.60	80.070	15.448	0.848
2625.15	80.136	17.331	1.360
2625.70	80.206	15.601	0.917
2626.25	80.275	15.556	0.862
2626.80	80.346	13.866	0.552
2627.35	80.420	14.026	0.608
2627.90	80.495	15.067	0.903
2628.45	80.564	15.151	0.967
2629.00	80.633	13.730	0.568
2629.55	80.703	15.428	0.706
2630.10	80.771	15.159	0.730
2630.65	80.838	16.457	0.922
2631.20	80.907	14.161	0.564
2631.75	80.976	13.463	0.451
2632.30	81.048	16.917	1.050
2632.85	81.121	15.477	0.774
2633.40	81.188	18.756	1.317
2633.95	81.252	17.866	1.122
2634.50	81.317	18.622	1.539
2635.05	81.385	15.903	0.773
2635.60	81.458	16.405	0.808
2636.15	81.528	17.908	1.314
2636.70	81.600	18.419	1.450
2637.25	81.670	16.467	1.014
2637.80	81.739	15.665	0.931
2638.35	81.804	17.174	1.375
2638.90	81.869	18.021	1.517
2639.45	81.935	16.760	1.084
2640.00	82.000	15.933	0.739
2640.55	82.067	16.954	0.873
2641.10	82.136	17.370	1.266
2642.75	82.335	16.134	0.982
2643.30	82.402	16.178	0.885
2643.85	82.472	16.140	0.938
2644.40	82.543	16.592	1.012
2644.95	82.612	16.435	1.008
2645.50	82.681	15.468	0.834
2646.05	82.747	15.828	0.837
2646.60	82.814	14.746	0.680
2647.15	82.879	17.532	1.289
2647.70	82.942	15.313	0.776
2648.25	83.006	12.388	0.358
2648.80	83.072	9.319	0.001
2649.35	83.172	9.269	0.001
2649.90	83.265	11.326	0.191
2650.45	83.342	11.019	0.093
2651.00	83.421	9.217	0.001
2651.55	83.512	9.212	0.001
2652.10	83.610	9.329	0.001
2652.65	83.710	9.514	0.001
2653.20	83.797	9.695	0.001
2653.75	83.898	9.159	0.000
2654.30	83.989	9.359	0.001
2654.85	84.089	9.718	0.001
2655.40	84.187	9.579	0.001
2655.95	84.294	9.526	0.000
2656.50	84.403	9.229	0.001
2657.05	84.507	9.410	0.001
2657.60	84.619	9.592	0.000
2658.15	84.729	9.583	0.000
2658.70	84.836	9.520	0.000
2659.25	84.960	9.352	0.001
2659.80	85.080	9.542	0.001
2660.35	85.194	9.635	0.000
2660.90	85.330	9.314	0.000
2661.45	85.451	9.848	0.001
2662.00	85.575	9.847	0.000
2662.55	85.708	10.020	0.000
2663.10	85.852	9.902	0.000
2663.65	85.988	10.021	0.000
2664.20	86.118	9.117	0.003
2664.75	86.217	9.312	0.005
2665.30	86.312	9.432	0.001
2665.85	86.422	9.560	0.012
2666.40	86.527	12.072	0.230
2666.95	86.621	9.538	0.014
2667.50	86.720	9.732	0.026
2668.05	86.816	13.053	0.364
2668.60	86.909	10.117	0.049
2669.15	87.002	11.958	0.227
2669.70	87.093	13.269	0.394
2670.25	87.183	13.332	0.351
2670.80	87.278	11.148	0.145
2671.35	87.381	13.454	0.518
2671.90	87.480	15.351	0.863
2673.55	87.750	13.249	0.548
2674.10	87.844	13.656	0.577
2674.65	87.933	14.378	0.751
2675.20	88.024	15.361	0.881
2675.75	88.113	17.189	1.251
2676.30	88.200	16.814	1.177
2676.85	88.293	16.540	1.012
2677.40	88.382	14.934	0.726
2677.95	88.479	14.359	0.659
2678.50	88.574	14.306	0.648
2680.70	89.001	11.778	0.223
2681.25	89.110	12.733	0.383
2681.80	89.225	12.924	0.373
2682.35	89.337	10.590	0.056
2682.90	89.460	11.486	0.178
2683.45	89.579	11.828	0.225
2685.65	90.043	10.436	0.039
2686.20	90.163	9.279	0.004
2686.75	90.291	10.177	0.033
2687.30	90.427	9.872	0.023
2687.85	90.551	12.841	0.434
2688.40	90.676	13.221	0.485
2688.95	90.803	12.855	0.372
2689.50	90.924	10.428	0.040
2690.05	91.045	13.951	0.522
2690.60	91.177	13.346	0.538
2691.15	91.298	17.792	1.359
2691.70	91.417	12.971	0.266
2692.25	91.540	13.469	0.325
2692.80	91.669	10.430	0.071
2693.35	91.792	10.438	0.053
2693.90	91.930	12.168	0.226
2694.45	92.059	13.244	0.348
2695.00	92.184	11.118	0.118
2695.55	92.309	16.083	0.872
2696.10	92.438	13.095	0.315
2696.65	92.573	13.879	0.494
2697.20	92.702	13.628	0.347
2697.75	92.820	12.819	0.235
2699.95	93.325	11.433	0.108
2700.50	93.449	13.032	0.330
2701.05	93.575	13.124	0.356
2701.60	93.700	16.226	0.891
2702.15	93.828	12.576	0.314
2702.70	93.952	11.038	0.130
2703.25	94.076	13.103	0.382
2703.80	94.206	11.390	0.149
2704.35	94.326	12.438	0.265
2704.90	94.454	13.878	0.474
2705.45	94.567	13.525	0.550
2706.00	94.687	12.818	0.367
2706.55	94.810	12.973	0.353
2707.10	94.928	13.369	0.468
2707.65	95.050	11.730	0.275
2708.75	95.295	15.866	0.126
2709.30	95.419	17.153	0.266
2709.85	95.538	13.382	0.668
2710.40	95.665	14.241	0.840
2710.95	95.783	13.568	0.460
2711.50	95.895	12.662	0.230
2712.05	96.014	11.036	0.077
2712.60	96.152	14.527	0.486
2713.15	96.272	13.716	0.468
2713.70	96.392	12.160	0.257
2714.25	96.521	13.664	0.516
2714.80	96.647	15.676	0.780
2715.35	96.765	14.862	0.859
2715.90	96.882	15.761	0.946
2716.45	96.995	12.926	0.412
2717.00	97.117	12.282	0.278
2717.55	97.235	13.366	0.358
2718.10	97.354	14.162	0.411
2718.65	97.471	14.883	0.526
2719.20	97.591	13.844	0.352
2719.75	97.708	14.173	0.550
2720.30	97.825	15.025	0.779
2720.85	97.944	14.212	0.633
2721.40	98.065	15.278	0.634
2721.95	98.171	16.812	0.983
2722.50	98.290	17.317	1.086
2723.05	98.399	16.072	0.897
2723.60	98.513	15.705	0.928
2724.15	98.623	16.191	1.072
2724.70	98.735	15.598	0.882
2725.25	98.844	15.094	0.815
2725.80	98.951	15.493	0.728
2726.35	99.063	15.196	0.676
2726.90	99.178	18.048	1.337
2727.45	99.288	15.134	0.776
2728.00	99.406	15.166	0.600
2728.55	99.518	16.119	0.861
2729.10	99.631	15.565	0.840
2729.65	99.748	17.351	1.149
2730.20	99.860	17.646	1.295
2730.75	99.970	20.429	1.928
2731.30	100.080	17.188	1.020
2731.85	100.189	16.370	0.958
2732.40	100.296	16.698	1.046
2732.95	100.406	15.756	0.931
2733.50	100.513	16.830	1.182
2734.05	100.624	17.604	1.330
2734.60	100.727	16.990	1.043
2735.15	100.831	15.930	0.964
2735.70	100.936	15.014	0.792
2736.25	101.044	15.121	0.693
2736.80	101.146	15.554	0.940
2737.35	101.249	17.633	1.220
2737.90	101.355	17.728	1.330
2738.45	101.465	17.844	1.193
2739.00	101.570	16.329	0.742
2739.55	101.675	15.748	0.699
2740.10	101.780	16.379	0.815
2740.65	101.883	16.963	1.108
2741.20	101.992	17.046	1.217
2741.75	102.094	17.059	1.095
2742.30	102.198	15.351	0.784
2742.85	102.302	14.492	0.653
2743.40	102.401	15.764	0.784
2743.95	102.503	16.313	0.886
2744.50	102.604	16.188	0.885
2745.05	102.704	16.234	0.842
2745.60	102.801	15.748	0.837
2746.15	102.903	16.831	1.135
2746.70	103.010	16.228	0.979
2747.25	103.119	15.661	0.880
2747.80	103.225	15.850	1.011
2748.35	103.326	15.996	0.924
2748.90	103.429	16.296	0.892
2749.45	103.527	15.731	0.890
2750.00	103.629	15.040	0.749
2750.55	103.736	15.784	0.894
2751.10	103.843	10.828	0.176
2751.65	103.963	9.239	0.001
2752.20	104.118	9.601	0.021
2752.75	104.242	9.316	0.015
2753.30	104.370	9.057	0.001
2754.40	104.669	13.578	0.212
2754.95	104.783	12.913	0.479
2755.50	104.898	9.259	0.016
2756.05	105.041	8.925	0.003
2756.60	105.196	9.389	0.013
2757.15	105.351	12.491	0.359
2757.70	105.485	14.306	0.627
2758.25	105.602	15.891	0.968
2758.80	105.707	15.257	0.787
2759.35	105.809	14.221	0.680
2759.90	105.914	14.591	0.722
2760.45	106.026	14.051	0.533
2761.00	106.146	14.637	0.599
2761.55	106.275	12.406	0.410
2762.10	106.405	12.754	0.421
2762.65	106.540	12.730	0.370
2763.20	106.672	11.668	0.221
2763.75	106.812	11.447	0.205
2764.30	106.957	11.375	0.209
2764.85	107.092	13.250	0.331
2765.40	107.230	14.028	0.498
2765.95	107.369	13.124	0.453
2766.50	107.507	12.331	0.358
2767.05	107.645	12.469	0.386
2767.60	107.782	11.799	0.254
2768.15	107.922	11.569	0.213
2768.70	108.074	12.848	0.473
2769.25	108.218	11.234	0.161
2769.80	108.356	10.615	0.097
2770.35	108.501	11.089	0.143
2770.90	108.637	11.559	0.178
2771.45	108.786	12.359	0.322
2772.00	108.927	12.351	0.196
2772.55	109.074	10.889	0.126
2773.10	109.235	9.706	0.053
2773.65	109.397	10.121	0.080
2774.20	109.556	12.027	0.308
2774.75	109.732	13.142	0.418
2775.30	109.913	12.264	0.306
2775.85	110.080	10.461	0.113
2776.40	110.247	10.422	0.070
2776.95	110.422	10.993	0.096
2777.50	110.588	11.186	0.188
2778.05	110.756	10.825	0.176
2778.60	110.933	12.017	0.376
2779.15	111.122	14.150	0.881
2779.70	111.287	16.637	0.931
2780.25	111.425	15.946	0.938
2780.80	111.558	12.558	0.325
2783.00	112.262	11.094	0.180
2783.55	112.437	11.256	0.227
2784.10	112.608	11.383	0.218
2784.65	112.781	12.285	0.291
2785.20	112.952	14.738	0.805
2785.75	113.102	14.082	0.662
2786.30	113.254	13.312	0.497
2786.85	113.405	13.865	0.620
2787.40	113.551	12.820	0.513
2787.95	113.712	14.359	0.696
2788.50	113.840	16.339	1.135
2789.05	113.950	16.598	1.088
2789.60	114.060	16.673	1.142
2790.15	114.171	17.658	1.340
2790.70	114.278	17.398	1.366
2791.25	114.384	17.123	1.176
2791.80	114.493	16.710	1.042
2792.35	114.605	15.835	0.929
2792.90	114.721	16.601	1.185
2793.45	114.839	15.853	1.077
2794.00	114.953	16.794	0.758
2794.55	115.066	16.687	0.929
2795.10	115.180	16.903	1.238
2795.65	115.294	17.936	1.566
2796.20	115.400	18.446	1.634
2796.75	115.505	14.196	0.671
2797.30	115.627	17.925	1.481
2797.85	115.733	17.351	1.326
2798.40	115.844	16.860	1.072
2798.95	115.960	16.467	1.054
2799.50	116.078	15.889	0.995
2800.05	116.204	15.189	0.773
2800.60	116.331	14.839	0.856
2801.15	116.457	15.870	1.064
2801.70	116.587	16.166	0.991
2802.25	116.714	15.764	0.954
2802.80	116.839	16.266	1.075
2803.35	116.964	16.146	1.121
2803.90	117.091	15.472	0.979
2804.45	117.224	14.105	0.695
2805.00	117.371	13.742	0.571
2805.55	117.533	12.202	0.333
2806.10	117.706	11.168	0.188
2806.65	117.885	12.085	0.378
2807.20	118.070	13.634	0.555
2807.75	118.242	13.001	0.400
2808.30	118.414	11.102	0.136
2808.85	118.609	15.383	0.891
2809.40	118.738	18.262	1.254
2809.95	118.853	18.200	1.342
2810.50	118.968	16.640	1.254
2811.05	119.089	17.286	1.508
2811.60	119.207	18.570	1.554
2812.15	119.324	18.256	1.191
2812.70	119.441	17.143	1.250
2813.25	119.560	17.609	1.167
2813.80	119.678	17.477	1.529
2814.35	119.796	17.903	1.534
2814.90	119.916	16.106	1.230
2815.45	120.049	16.347	1.008
2816.00	120.187	16.584	1.071
2816.55	120.326	16.466	1.100
2817.10	120.460	16.037	0.994
2817.65	120.590	15.904	1.038
2818.20	120.726	16.382	0.983
2818.75	120.866	16.629	0.940
2819.30	121.008	16.183	0.915
2819.85	121.151	14.178	0.596
2820.40	121.308	14.683	0.604
